id,アンケートID,案件名,回答者ID,完了フラグ,端末種類,性別,年齢,年代別,居住地,職業,できるだけ、地元でとれた野菜や果物を買いたいと思う。,地元の農家や生産者を応援できる商品に、特に魅力を感じる。,スーパーや店では、自分の住んでいる地域で生産された農産物かどうかを気にして選ぶことが多い。,地元の直売所や朝市での買い物には、価格以上の価値があると思う。,飲食店を選ぶとき、地元食材を使っているかどうかを重視したい。,少し高くても、環境に配慮して生産された農産物を選びたい。,できるだけ、プラスチック包装が少ない商品を選びたい。,食品ロス（食べ残しや賞味期限切れ）を減らすよう、普段から意識している。,将来の世代のために、環境負荷の少ない商品を選ぶべきだと思う。,児童労働のない生産体制で作られた商品を、できるだけ選びたい。,フェアトレードなど、生産者に適正な対価が支払われる仕組みの商品を選びたい。,働く人の人権や労働環境に配慮した企業の商品を優先的に買いたい。,農薬や化学肥料をできるだけ使っていない農産物を選びたい。,"生産者の顔やメッセージが表示されている農産物だと、より安心できる。",産地や生産方法の情報が明確な農産物を選びたい,同じような商品なら、環境や地域への配慮よりも、まず価格の安さで選びたい。,環境や労働倫理に配慮した商品であっても、普通の商品より高いと、あまり買う気にならない。,"環境や労働倫理に配慮した商品は、味や性能が劣るおそれがあるので、少し慎重になってしまう。",多少の不便があっても、環境や人、地域に配慮した選択をしたいと思う。,"環境や倫理に配慮した商品を選ぶことは、自分の生き方や価値観を表現することだと思う。",地元産や環境にやさしい商品を、家族や友人にも勧めたいと思う。,あなたの年齢について教えてください。,あなたの性別について教えてください
39195765,790233,FA_Toyo25,39195765,1,SP,女性,47,４０代,愛媛県,専門職（医師等の医療関連の専門職）,とてもそう思う,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,40代,女性
39195772,790233,FA_Toyo25,39195772,1,SP,女性,18,１５歳以上,三重県,学生,どちらともいえない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,とてもそう思う,まったくそう思わない,まったくそう思わない,そう思う,まったくそう思わない,どちらともいえない,そう思う,まったくそう思わない,とてもそう思う,とてもそう思う,とてもそう思う,そう思わない,どちらともいえない,そう思わない,10代または10代以下,女性
39195775,790233,FA_Toyo25,39195775,1,PC,男性,78,７０歳以上,栃木県,無職,そう思う,そう思う,そう思わない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,60代以上,男性
39195816,790233,FA_Toyo25,39195816,1,SP,女性,47,４０代,東京都,派遣社員・契約社員,そう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,どちらともいえない,とてもそう思う,そう思う,どちらともいえない,そう思う,とてもそう思う,そう思う,40代,女性
39195837,790233,FA_Toyo25,39195837,1,SP,女性,16,１５歳以上,高知県,学生,そう思う,そう思う,そう思う,そう思う,そう思わない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,10代または10代以下,女性
39195859,790233,FA_Toyo25,39195859,1,PC,女性,61,６０代,茨城県,専業主婦・主夫,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,とてもそう思う,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,60代以上,女性
39195883,790233,FA_Toyo25,39195883,1,SP,男性,36,３０代,神奈川県,会社勤務（一般社員）,まったくそう思わない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思わない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,30代,男性
39195896,790233,FA_Toyo25,39195896,1,SP,男性,26,２０代,兵庫県,学生,どちらともいえない,そう思わない,そう思わない,そう思わない,まったくそう思わない,どちらともいえない,まったくそう思わない,どちらともいえない,どちらともいえない,そう思う,まったくそう思わない,そう思わない,そう思わない,そう思わない,そう思わない,そう思わない,そう思う,まったくそう思わない,どちらともいえない,そう思う,そう思う,10代または10代以下,男性
39195900,790233,FA_Toyo25,39195900,1,SP,男性,15,１５歳以上,福井県,学生,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,そう思わない,どちらともいえない,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,10代または10代以下,男性
39195928,790233,FA_Toyo25,39195928,1,SP,男性,44,４０代,青森県,会社勤務（管理職）,そう思う,そう思う,どちらともいえない,そう思わない,そう思う,そう思う,とてもそう思う,どちらともいえない,どちらともいえない,そう思わない,そう思う,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,どちらともいえない,とてもそう思う,そう思わない,そう思う,そう思わない,40代,男性
39195944,790233,FA_Toyo25,39195944,1,SP,女性,27,２０代,愛知県,派遣社員・契約社員,そう思わない,そう思わない,そう思わない,そう思わない,そう思わない,そう思わない,そう思わない,とてもそう思う,どちらともいえない,そう思わない,どちらともいえない,そう思わない,そう思わない,そう思わない,そう思わない,とてもそう思う,とてもそう思う,そう思わない,そう思わない,どちらともいえない,そう思わない,20代,女性
39195959,790233,FA_Toyo25,39195959,1,SP,男性,52,５０代,京都府,公務員・教職員･非営利団体職員,どちらともいえない,そう思わない,そう思わない,そう思わない,そう思わない,そう思わない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,とてもそう思う,とてもそう思う,とてもそう思う,そう思わない,そう思わない,まったくそう思わない,50代,男性
39195961,790233,FA_Toyo25,39195961,1,SP,女性,17,１５歳以上,栃木県,学生,どちらともいえない,どちらともいえない,とてもそう思う,そう思う,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,どちらともいえない,そう思わない,10代または10代以下,女性
